"","KO_id","fc","Clust1_z_score_mean","Clust2_z_score_mean","Clust1_zscore_median","Clust2_zscore_median","p.val","p.adj","cohen.d","Level1","Level2","Level3","EC_num"
"966","K11427",0,0,4.48293252136752e-08,0,0,0.00528682899364855,0.0131075913314918,-0.0691412439116422,"Metabolism","Amino acid metabolism","Lysine degradation [PATH:ko00310]","DOT1L, DOT1; [histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]"
"967","K11541",0,0,1.86148393162393e-08,0,0,0.00528682899364855,0.0131075913314918,-0.0668605911710852,"Metabolism","Nucleotide metabolism","Pyrimidine metabolism [PATH:ko00240]","URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]"
"968","K11645",0.621201294410086,1.49662055439227e-05,2.4092360525641e-05,1.21962e-05,1.97016e-05,1.09325901993244e-09,1.45433377836746e-08,-0.455822684907189,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"969","K11646",1.02417677647352,6.0003825718232e-07,5.85873719230769e-07,0,0,1.26481517828492e-05,6.32484151804584e-05,0.00351747803306697,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]"
"970","K11717",0.769302801988563,3.48644487320442e-05,4.53195395128205e-05,3.22056e-05,4.0012e-05,2.12446415413053e-05,9.96604110009784e-05,-0.366581100961034,"Metabolism","Metabolism of other amino acids","Selenocompound metabolism [PATH:ko00450]","sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]"
"971","K11751",0.617587232644079,2.42119001933702e-06,3.92040167179487e-06,1.40192e-06,1.644665e-06,0.0242391280945486,0.0492388273105094,-0.223341575692586,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","ushA; 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"
"972","K11752",1.32045910135823,3.68359025138122e-05,2.78962843119658e-05,3.445315e-05,2.32111e-05,7.84106961458736e-11,1.24090184073e-09,0.384287679585869,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"973","K11753",1.3969595270568,3.49886327071823e-05,2.50462751636752e-05,3.22444e-05,2.00699e-05,7.86681053684848e-12,1.43778145674569e-10,0.485021156633861,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]"
"974","K11754",1.40364615883773,3.86448745856354e-05,2.75317781068376e-05,3.367955e-05,2.38576e-05,6.28651998319619e-13,1.34193647496599e-11,0.558081483123241,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]"
"975","K11780",0.957419843923914,5.87818545856354e-07,6.13961105555555e-07,0,0,3.110345029571e-06,1.86327485781625e-05,-0.00547802876793123,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","cofG; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]"
"976","K11781",0.945551063212185,5.73648312707182e-07,6.06681473931624e-07,0,0,1.68612294753053e-05,8.15041642454634e-05,-0.00803370566838404,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","cofH; 5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]"
"977","K11785",0.252277916829266,7.41628259668508e-09,2.93972722222222e-08,0,0,0.0103243889353401,0.0245156013207373,-0.102268029905761,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","mqnD; 1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]"
"978","K12112",0.569088714570823,1.71255521823204e-06,3.00929393675214e-06,0,2.497475e-07,0.00806330326175715,0.019431431810203,-0.144871269983638,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","ebgC; evolved beta-galactosidase subunit beta"
"979","K12152",0.369902279975163,1.92749958425414e-06,5.21083455982906e-06,1.94335e-07,7.61826e-07,3.71399643936239e-06,2.17443831223052e-05,-0.280938473135975,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","nudJ; phosphatase NudJ [EC:3.6.1.-]"
"980","K12234",0.86017149985908,6.15003052762431e-07,7.14977249145299e-07,0,0,0.000578423161176125,0.00195513655256791,-0.0210713336171659,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","cofE; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]"
"981","K12240",1.71028410415721,3.09693643674033e-07,1.81077309273504e-07,0,0,0.0114859838934335,0.0266009848454315,0.177359962285997,"Metabolism","Metabolism of terpenoids and polyketides","Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]","pchF; L-cysteine---[L-cysteinyl-carrier protein] ligase PchF [EC:6.2.1.69]"
"982","K12251",1.10332296407852,2.44950604640884e-05,2.22011697948718e-05,2.18971e-05,1.62756e-05,0.00232440949623429,0.00663279683882261,0.101575348331397,"Metabolism","Amino acid metabolism","Arginine and proline metabolism [PATH:ko00330]","aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"983","K12308",1.24919235218774,2.33227505883978e-05,1.86702636688034e-05,1.67975e-05,1.37154e-05,0.000864690870143613,0.00282228957424716,0.217721506829098,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
"984","K12343",0.647536523471182,1.96732351069061e-05,3.03816609470085e-05,1.792475e-05,2.46546e-05,4.7092832334057e-06,2.67745277296383e-05,-0.419249429493681,"Metabolism","Lipid metabolism","Steroid hormone biosynthesis [PATH:ko00140]","SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]"
"985","K12373",0.711408589927076,6.62713697320442e-05,9.3155144132906e-05,5.872265e-05,8.197355e-05,8.50390403419292e-06,4.49546001574093e-05,-0.332614730777142,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","HEXA_B; hexosaminidase [EC:3.2.1.52]"
"986","K12452",1.70430822192202,2.44791078342541e-06,1.43630755982906e-06,1.798805e-06,1.086005e-06,8.3684980082939e-14,2.02733613039636e-12,0.562430228130718,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
"987","K12506",1.91310360213373,5.04563238314917e-06,2.63740676538462e-06,3.044545e-06,7.104995e-07,4.53080158991105e-11,7.39702607396347e-10,0.539971364638728,"Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
"988","K12524",0.372271974115057,1.63515128922652e-06,4.39235667179487e-06,6.083675e-07,1.197305e-06,0.00429364741807212,0.0116523723129743,-0.256351108786523,"Metabolism","Amino acid metabolism","Glycine, serine and threonine metabolism [PATH:ko00260]","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"
"989","K12525",0.104637894406524,3.04469044198895e-07,2.90973978333333e-06,0,0,1.97192257901219e-08,2.08579416456078e-07,-0.241480273011076,"Metabolism","Amino acid metabolism","Glycine, serine and threonine metabolism [PATH:ko00260]","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]"
"990","K12553",2.16641359784119,2.22959164364641e-07,1.0291625042735e-07,0,0,0.0196775651604117,0.0405074422601946,0.150301185023944,"Metabolism","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis [PATH:ko00550]","pbp3; penicillin-binding protein 3 [EC:3.4.-.-]"
"991","K12554",1.77130352416922,3.4019025839779e-06,1.92056445299145e-06,3.825145e-07,1.65933e-07,0.000804972129142787,0.00264408539119227,0.182179920977618,"Metabolism","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis [PATH:ko00550]","murN; alanine adding enzyme [EC:2.3.2.-]"
"992","K12660",0.448105219011767,1.80096169392265e-06,4.0190598491453e-06,1.61841e-07,6.18922e-07,2.62578802073975e-05,0.000120308568160461,-0.259340727863116,"Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]"
"993","K12661",0.0529808648473412,1.97740860773481e-07,3.7323071517094e-06,0,0,1.37549576162402e-09,1.78944417114583e-08,-0.280939771269371,"Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","LRA3, rhmD; L-rhamnonate dehydratase [EC:4.2.1.90]"
"994","K12669",0,0,1.26637393162393e-08,0,0,0.00528682899364855,0.0131075913314918,-0.0828780002424623,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","OST3, OST6; oligosaccharyltransferase complex subunit gamma"
"995","K12957",0.391798282523521,2.02244762955801e-06,5.1619614474359e-06,1.664655e-07,4.604695e-07,0.000120695106801138,0.000472897687254126,-0.184841412730885,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","ahr; alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]"
"996","K12972",0.339795923488828,2.01435455138122e-06,5.92813042222222e-06,1.75028e-07,8.713045e-07,1.45191596667495e-06,9.54198711273009e-06,-0.305747810036492,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]"
"997","K12973",0.276975781658835,1.42474881878453e-06,5.14394728034188e-06,1.452675e-07,6.64273e-07,4.33636172922475e-07,3.22146441053288e-06,-0.312868161250556,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]"
"998","K12974",0.470666600618281,2.13931829060773e-06,4.54529445641026e-06,1.52822e-07,5.49641e-07,7.27045460733707e-05,0.000298366743721866,-0.212197319103945,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","lpxP; KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]"
"999","K12975",0.566436614418585,2.49937208124309e-06,4.41244795555556e-06,2.19986e-07,6.955585e-07,0.000570327931706506,0.00193014299214562,-0.181931672350262,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]"
"1000","K12979",0.0292411809273717,4.37137779005525e-08,1.49493886752137e-06,0,0,1.13685105447585e-09,1.50746814783708e-08,-0.214269740538564,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","lpxO; beta-hydroxylase [EC:1.14.11.-]"
"1001","K13014",0.388887717947688,2.24500952320442e-06,5.77289901324786e-06,2.266605e-07,8.40916e-07,2.98332938922632e-06,1.79238429704717e-05,-0.289601614180866,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]"
"1002","K13039",0.888579521841133,5.26758679005525e-07,5.92809834188034e-07,0,0,0.00110527261441853,0.00347465968441731,-0.0153672965099478,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","comE; sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]"
"1003","K13051",0.637130666070987,6.00632585248619e-06,9.42714920555556e-06,3.617035e-06,4.91939e-06,0.00112134156625919,0.00351588190248665,-0.285708268346416,"Metabolism","Amino acid metabolism","Alanine, aspartate and glutamate metabolism [PATH:ko00250]","ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"
"1004","K13333",0,0,9.96660354700855e-08,0,0,0.00222768397750173,0.00638103236412683,-0.0662186621970784,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","PLB; lysophospholipase [EC:3.1.1.5]"
"1005","K13378",0.617390725539461,2.48061010635359e-05,4.01789337568376e-05,2.137595e-05,3.209415e-05,1.06729935307416e-10,1.63884014047317e-09,-0.520288190661007,"Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]"
"1006","K13498",0.569932269794445,1.62366147458564e-06,2.84886741923077e-06,2.0349e-07,5.344925e-07,0.00152473700966676,0.00465306702506728,-0.184905869890817,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"
"1007","K13507",0.00153361239726874,1.6804861878453e-10,1.09576982478632e-07,0,0,0.0113803308736268,0.0264974389365926,-0.0662821249820487,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","GAT; glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]"
"1008","K13511",0,0,1.01996491452991e-08,0,0,0.00222768397750173,0.00638103236412683,-0.0775969591911322,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","TAZ; monolysocardiolipin acyltransferase [EC:2.3.1.-]"
"1009","K13524",0,0,2.38215542735043e-08,0,0,0.00222768397750173,0.00638103236412683,-0.0697799914723464,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]"
"1010","K13542",1.95222618276752,8.81466175966851e-06,4.51518468376068e-06,4.50096e-06,1.67616e-06,8.35403610978651e-14,2.02733613039636e-12,0.409014630378288,"Metabolism","Metabolism of cofactors and vitamins","Porphyrin metabolism [PATH:ko00860]","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"1011","K13574",0.553984442034305,1.51783990662983e-06,2.73986016837607e-06,1.380015e-07,3.40306e-07,0.00887617854379796,0.0213157299274171,-0.1862603386234,"Metabolism","Amino acid metabolism","Tyrosine metabolism [PATH:ko00350]","hcxB; hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]"
"1012","K13677",1.25372334890779,2.66784756104972e-06,2.12793959957265e-06,5.864845e-07,2.966165e-07,0.000524484564187533,0.00179188047342978,0.0772497630325936,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]"
"1013","K13745",0.0636801551661611,5.65740624309392e-08,8.8840961965812e-07,0,0,1.08813149295461e-05,5.54879892796174e-05,-0.156085954132659,"Metabolism","Amino acid metabolism","Glycine, serine and threonine metabolism [PATH:ko00260]","ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
"1014","K13787",1.61907031775404,3.74179546353591e-06,2.31107656196581e-06,9.140845e-07,4.79198e-07,1.94805907019017e-06,1.24487784457109e-05,0.20688035460719,"Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"1015","K13789",1.66575662912538,2.50394645856354e-05,1.50318865e-05,2.17083e-05,1.277395e-05,1.36033852338819e-19,7.85857100818867e-18,0.728696829764477,"Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"1016","K13812",0.924136084453952,6.60583963259668e-07,7.14812433333333e-07,0,0,3.72463117675827e-05,0.000163665841229788,-0.0109292395095579,"Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","fae-hps; bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]"
"1017","K13821",0.391993291979917,2.74118390022099e-06,6.99293573717949e-06,2.457735e-07,6.24829e-07,0.0117013153698714,0.0269185648205256,-0.245618852583563,"Metabolism","Amino acid metabolism","Alanine, aspartate and glutamate metabolism [PATH:ko00250]","putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
"1018","K13829",1.78748811776148,1.29370746160221e-06,7.23757237179487e-07,1.471755e-07,2.535245e-08,0.000679916946508906,0.00226437971146211,0.227117635872365,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]"
"1019","K13919",0.148151169336932,1.70175141160221e-07,1.14865877820513e-06,0,0,2.76143865425077e-06,1.67122671961653e-05,-0.209383301652044,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","pduD; propanediol dehydratase medium subunit [EC:4.2.1.28]"
"1020","K13920",0.0671646853118076,1.6311115359116e-07,2.42852553888889e-06,0,0,1.6669283799052e-09,2.14493696984375e-08,-0.264159007351886,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","pduE; propanediol dehydratase small subunit [EC:4.2.1.28]"
"1021","K13921",0.119902803647132,5.55037397790055e-08,4.62906104700855e-07,0,0,0.000151422124315091,0.000580193955921598,-0.145497835685796,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","pduQ; 1-propanol dehydrogenase"
"1022","K13923",0.0597616289286416,1.43758246685083e-07,2.40552758119658e-06,0,0,9.69692747133865e-12,1.74904624106394e-10,-0.278351129392327,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","pduL; phosphate propanoyltransferase [EC:2.3.1.222]"
"1023","K13938",0.397644768163415,1.68701924668508e-06,4.24252846196581e-06,1.76802e-07,5.461335e-07,6.28515364113262e-05,0.000263027630341421,-0.272710622808907,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]"
"1024","K13940",2.13980129879602,4.64986034364641e-06,2.17303370470085e-06,2.067955e-06,7.25679e-07,3.81719224100899e-13,8.40902002746006e-12,0.491666550950638,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]"
"1025","K13942",0.952006632335123,6.87131556906077e-07,7.21771817094017e-07,0,0,4.2505355442985e-06,2.45378575342068e-05,-0.00742965854883691,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","hmd; 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]"
"1026","K13953",0.622033273892815,2.92704473314917e-06,4.70560797307692e-06,7.94798e-07,1.435865e-06,0.00372434093271232,0.0102283179671331,-0.177342457493334,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"1027","K13979",0.613197138046276,1.33594628618785e-06,2.17865707991453e-06,8.71752e-08,2.58044e-07,0.00471436702104613,0.0126899269993034,-0.162342784190771,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","yahK; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"1028","K14080",0.877409570937087,7.17733595856354e-07,8.18014322649573e-07,0,0,5.93386393556088e-06,3.28549932785981e-05,-0.0166768647838924,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mtaA; [methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377]"
"1029","K14081",0.85400504655655,6.95677401381215e-07,8.14605726495726e-07,0,0,8.05928970182282e-05,0.00032829286107869,-0.0188743633967148,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mtaC; methanol corrinoid protein"
"1030","K14126",0.966314044908225,7.11413547513812e-07,7.36213605982906e-07,0,0,2.95635296170691e-06,1.77746956453135e-05,-0.00502909208693638,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mvhA, vhuA, vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]"
"1031","K14127",1.09664192530876,1.1123005801105e-06,1.01427873076923e-06,0,0,1.03544162688663e-05,5.31951696499404e-05,0.0149955575390715,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"
"1032","K14128",0.92379232859994,7.01562619060773e-07,7.59437589316239e-07,0,0,6.32806133747186e-05,0.000264421419872813,-0.0116162072000305,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]"
"1033","K14155",1.15515616421894,3.09118829723757e-05,2.67599169098291e-05,2.568325e-05,1.819375e-05,1.56586687804335e-07,1.31326155121991e-06,0.124706055756519,"Metabolism","Amino acid metabolism","Cysteine and methionine metabolism [PATH:ko00270]","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"1034","K14170",1.2750863094677,3.03810626298343e-05,2.38266715e-05,2.78639e-05,1.737725e-05,1.12704954554402e-09,1.49687400253041e-08,0.277446329360101,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]"
"1035","K14187",0.25554648657097,1.07449148618785e-06,4.20468111538462e-06,2.147485e-07,7.179605e-07,4.01118950425281e-07,3.00616718674439e-06,-0.303642223342632,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"1036","K14260",1.15900939500646,1.3222568529558e-05,1.14085084957265e-05,8.898135e-06,5.425005e-06,0.000142958887062832,0.000552119385706432,0.0992471905571523,"Metabolism","Amino acid metabolism","Alanine, aspartate and glutamate metabolism [PATH:ko00250]","alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]"
"1037","K14264",0,0,8.09463367521368e-08,0,0,0.0126979181699439,0.0269313227219273,-0.0661293502211003,"Metabolism","Amino acid metabolism","Tryptophan metabolism [PATH:ko00380]","BNA3; kynurenine aminotransferase [EC:2.6.1.7]"
"1038","K14333",0.0422337581917857,7.43648436464088e-08,1.76079152863248e-06,0,0,9.42822343551176e-09,1.05680534329393e-07,-0.234540942430556,"Metabolism","Xenobiotics biodegradation and metabolism","Benzoate degradation [PATH:ko00362]","DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"
"1039","K14455",0,0,6.23485611111111e-08,0,0,0.0126979181699439,0.0269313227219273,-0.0659223838476573,"Metabolism","Energy metabolism","Carbon fixation in photosynthetic organisms [PATH:ko00710]","GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
"1040","K14534",1.30705433493588,3.13836326160221e-06,2.40109624957265e-06,2.31125e-06,1.848465e-06,0.000991558401613085,0.00315412551240882,0.255658132080384,"Metabolism","Carbohydrate metabolism","Butanoate metabolism [PATH:ko00650]","abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]"
"1041","K14541",0,0,4.01288726495726e-09,0,0,0.00528682899364855,0.0131075913314918,-0.0790998445455871,"Metabolism","Amino acid metabolism","Arginine biosynthesis [PATH:ko00220]","DUR1; urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]"
"1042","K14653",0.969226436642116,5.78071539779006e-07,5.96425683333333e-07,0,0,1.55500607996215e-05,7.58317900033491e-05,-0.00449605376223846,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","arfB; 2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]"
"1043","K14654",1.06602834985577,6.04987491712707e-07,5.67515387179487e-07,0,0,0.000133511862676006,0.000518299575924101,0.00956742633859914,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
"1044","K14656",1.00426959396551,6.24571606906077e-07,6.21916276923077e-07,0,0,4.07640232481359e-05,0.000177987101507849,0.00059863697753129,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","ribL; FAD synthetase [EC:2.7.7.2]"
"1045","K14674",0,0,9.96809401709402e-10,0,0,0.0126979181699439,0.0269313227219273,-0.118956314506749,"Metabolism","Lipid metabolism","Steroid biosynthesis [PATH:ko00100]","TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"1046","K14675",0.00619731753710505,2.47045027624309e-10,3.98632192307692e-08,0,0,0.0115508351004123,0.0266811465535622,-0.0671076526601206,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","TGL3; TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]"
"1047","K14682",0.346988773947229,2.33100330966851e-06,6.71780612136752e-06,2.800245e-07,1.278405e-06,9.82229993784313e-08,8.72494836414216e-07,-0.31343620720633,"Metabolism","Amino acid metabolism","Arginine biosynthesis [PATH:ko00220]","argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]"
"1048","K14729",0,0,7.47755769230769e-09,0,0,0.00528682899364855,0.0131075913314918,-0.0711487649595461,"Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","FOX2; multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]"
"1049","K14941",0.880417137116646,5.62894280110497e-07,6.39349526923077e-07,0,0,6.96293521430079e-05,0.00028731672230439,-0.0168311752266898,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","cofC, fbiD; 2-phospho-L-lactate/phosphoenolpyruvate guanylyltransferase [EC:2.7.7.68 2.7.7.105]"
"1050","K14977",0.618621009611973,1.4519862281768e-06,2.34713371452991e-06,1.146215e-07,3.19979e-07,0.0179049349396531,0.0370307329404884,-0.141562541801776,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","ylbA, UGHY; (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]"
